LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1968,2.303257809,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1969,9.593576908,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1970,7.470325168,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1971,2.063620262,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1972,7.59971541,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1973,6.600769179,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1974,3.074186831,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1975,1.069081977,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1976,0.165341538,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1977,0.602859275,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1978,2.501141422,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1979,6.723180357,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1980,5.089277563,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1981,1.27337942,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1982,3.096851677,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1983,3.069205715,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1984,2.987036952,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1985,3.22739591,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1986,2.754393578,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1987,3.619126047,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1988,5.153494248,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1989,5.417373189,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1990,0.142468473,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1991,-5.885781714,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1992,-3.293856403,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1993,-0.663089576,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1994,3.960279272,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1995,4.22234827,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1996,3.670323929,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1997,6.284910336,
FIN,REALGDPFORECAST,TOT,AGRWTH,A,1998,5.454904673,
