Adjetives_Verbs,Nouns_Dependent,Adjetive_Type
verlangsamen*,Liquidität,Negative
vermindern*,Liquidität,Negative
verschlechter*,Liquidität,Negative
verschwinden*,Liquidität,Negative
verzöger*,Liquidität,Negative
vorsichtig*,Liquidität,Negative
zerbrechlich*,Liquidität,Negative
zusammengebrochen*,Liquidität,Negative
Spekulativ,Liquidität,Negative
volatil*,Liquidität,Negative
Riskant,Liquidität,Negative
*dämpf*,Portfolio* ,Negative
*fallen*,Portfolio* ,Negative
*schwach*,Portfolio* ,Negative
abgenommen*,Portfolio* ,Negative
abgeschwächt*,Portfolio* ,Negative
abgestürzt,Portfolio* ,Negative
abnehmen*,Portfolio* ,Negative
abwärts,Portfolio* ,Negative
abwerten*,Portfolio* ,Negative
behutsam*,Portfolio* ,Negative
besorgt*,Portfolio* ,Negative
destabilisier*,Portfolio* ,Negative
instabil*,Portfolio* ,Negative
klein*,Portfolio* ,Negative
langsam*,Portfolio* ,Negative
mühsam*,Portfolio* ,Negative
nach unten ,Portfolio* ,Negative
nachteilig*,Portfolio* ,Negative
negativ*,Portfolio* ,Negative
niedrig*,Portfolio* ,Negative
pessimitisch,Portfolio* ,Negative
regulie*,Portfolio* ,Negative
schlaff,Portfolio* ,Negative
schlecht*,Portfolio* ,Negative
schleppend*,Portfolio* ,Negative
schwierig*,Portfolio* ,Negative
sorge*,Portfolio* ,Negative
streng*,Portfolio* ,Negative
stürzen,Portfolio* ,Negative
turbulent*,Portfolio* ,Negative
überwachen*,Portfolio* ,Negative
ungünstig*,Portfolio* ,Negative
unsicher*,Portfolio* ,Negative
unstabile*,Portfolio* ,Negative
verhalten*,Portfolio* ,Negative
verlangsamen*,Portfolio* ,Negative
vermindern*,Portfolio* ,Negative
verschlechter*,Portfolio* ,Negative
verschwinden*,Portfolio* ,Negative
verzöger*,Portfolio* ,Negative
vorsichtig*,Portfolio* ,Negative
zerbrechlich*,Portfolio* ,Negative
zusammengebrochen*,Portfolio* ,Negative
Spekulativ,Portfolio* ,Negative
volatil*,Portfolio* ,Negative
Riskant,Portfolio* ,Negative
*dämpf*,Refinanzierung*,Negative
*fallen*,Refinanzierung*,Negative
*schwach*,Refinanzierung*,Negative
abgenommen*,Refinanzierung*,Negative
abgeschwächt*,Refinanzierung*,Negative
abgestürzt,Refinanzierung*,Negative
abnehmen*,Refinanzierung*,Negative
abwärts,Refinanzierung*,Negative
abwerten*,Refinanzierung*,Negative
behutsam*,Refinanzierung*,Negative
besorgt*,Refinanzierung*,Negative
destabilisier*,Refinanzierung*,Negative
instabil*,Refinanzierung*,Negative
klein*,Refinanzierung*,Negative
langsam*,Refinanzierung*,Negative
mühsam*,Refinanzierung*,Negative
nach unten ,Refinanzierung*,Negative
nachteilig*,Refinanzierung*,Negative
negativ*,Refinanzierung*,Negative
niedrig*,Refinanzierung*,Negative
pessimitisch,Refinanzierung*,Negative
regulie*,Refinanzierung*,Negative
schlaff,Refinanzierung*,Negative
schlecht*,Refinanzierung*,Negative
schleppend*,Refinanzierung*,Negative
schwierig*,Refinanzierung*,Negative
sorge*,Refinanzierung*,Negative
streng*,Refinanzierung*,Negative
stürzen,Refinanzierung*,Negative
turbulent*,Refinanzierung*,Negative
überwachen*,Refinanzierung*,Negative
ungünstig*,Refinanzierung*,Negative
unsicher*,Refinanzierung*,Negative
unstabile*,Refinanzierung*,Negative
verhalten*,Refinanzierung*,Negative
verlangsamen*,Refinanzierung*,Negative
vermindern*,Refinanzierung*,Negative
verschlechter*,Refinanzierung*,Negative
verschwinden*,Refinanzierung*,Negative
verzöger*,Refinanzierung*,Negative
vorsichtig*,Refinanzierung*,Negative
zerbrechlich*,Refinanzierung*,Negative
zusammengebrochen*,Refinanzierung*,Negative
Spekulativ,Refinanzierung*,Negative
volatil*,Refinanzierung*,Negative
Riskant,Refinanzierung*,Negative
*dämpf*,Reinvestition* ,Negative
*fallen*,Reinvestition* ,Negative
*schwach*,Reinvestition* ,Negative
abgenommen*,Reinvestition* ,Negative
abgeschwächt*,Reinvestition* ,Negative
abgestürzt,Reinvestition* ,Negative
abnehmen*,Reinvestition* ,Negative
abwärts,Reinvestition* ,Negative
abwerten*,Reinvestition* ,Negative
behutsam*,Reinvestition* ,Negative
besorgt*,Reinvestition* ,Negative
destabilisier*,Reinvestition* ,Negative
instabil*,Reinvestition* ,Negative
klein*,Reinvestition* ,Negative
langsam*,Reinvestition* ,Negative
mühsam*,Reinvestition* ,Negative
nach unten ,Reinvestition* ,Negative
nachteilig*,Reinvestition* ,Negative
negativ*,Reinvestition* ,Negative
niedrig*,Reinvestition* ,Negative
pessimitisch,Reinvestition* ,Negative
regulie*,Reinvestition* ,Negative
schlaff,Reinvestition* ,Negative
schlecht*,Reinvestition* ,Negative
schleppend*,Reinvestition* ,Negative
schwierig*,Reinvestition* ,Negative
sorge*,Reinvestition* ,Negative
streng*,Reinvestition* ,Negative
stürzen,Reinvestition* ,Negative
turbulent*,Reinvestition* ,Negative
überwachen*,Reinvestition* ,Negative
ungünstig*,Reinvestition* ,Negative
unsicher*,Reinvestition* ,Negative
unstabile*,Reinvestition* ,Negative
verhalten*,Reinvestition* ,Negative
verlangsamen*,Reinvestition* ,Negative
vermindern*,Reinvestition* ,Negative
verschlechter*,Reinvestition* ,Negative
verschwinden*,Reinvestition* ,Negative
verzöger*,Reinvestition* ,Negative
vorsichtig*,Reinvestition* ,Negative
zerbrechlich*,Reinvestition* ,Negative
zusammengebrochen*,Reinvestition* ,Negative
Spekulativ,Reinvestition* ,Negative
volatil*,Reinvestition* ,Negative
Riskant,Reinvestition* ,Negative
,*aufschwung,Positive
,Boom,Positive
,Rezession ,Negative
,Wachsamkeit*,Negative
