Adjectives/Verbs;;Nouns (dependent);Nouns ;
 +;-;;+;-
bolster;damage;belief;trustworth*;disbelief
buil*;declin*;confidence;;mistrust
creat*;decrease;credible;;distrust
establish*;falling;faith;;untrustworthy*
foster;lack of;hope;;
great;lack*;trust;;
high;limited;;;
immense;little;;;
increas*;lose;;;
inspire;loss;;;
invigorate;lost;;;
more;low;;;
rebuild;no;;;
represent;not;;;
restor*;plummet;;;
show;plunge;;;
speak for;shrink;;;
strengthen;weak*;;;
sustain ;without;;;
